#TimeStamp;TripTime;Type
40;16;O
41;19;O
46;19;O
59;12;O
60;39;O
64;19;O
132;11;O
142;27;O
146;14;O
172;17;O
193;26;O
202;19;O
241;20;O
246;17;O
280;21;O
299;14;O
308;18;O
314;31;O
351;26;O
357;16;O
396;24;O
420;11;O
433;31;O
440;29;O
454;15;O
487;14;O
488;23;O
496;26;O
551;14;O
579;13;O
603;17;O
604;26;O
649;28;O
654;27;O
679;21;O
696;19;O
708;33;O
751;22;O
797;20;O
801;27;O
802;17;O
846;8;O
872;27;O
879;23;O
892;21;O
910;29;O
938;23;O
940;24;O
1005;14;O
1023;23;O
1036;24;O
1042;23;O
1067;20;O
1103;16;O
1109;14;O
1118;16;O
1142;21;O
1152;35;O
1171;22;O
1206;24;O
1212;20;O
1221;27;O
1244;18;O
1260;22;O
1281;22;O
1298;28;O
1321;27;O
1329;21;O
1356;35;O
1371;25;O
1380;20;O
1407;52;O
1421;24;O
1434;17;O
1453;18;O
1475;26;O
1501;13;O
1546;22;O
1547;22;O
1563;25;O
1570;24;O
1612;21;O
1627;22;O
1636;25;O
1640;17;O
1655;19;O
1661;33;O
1694;7;O
1705;14;O
1724;18;O
1744;13;O
1745;23;O
1758;27;O
1761;30;O
1783;20;O
