Xa,Xb,Xc,OrdersHandled
0.30666666666666664,0.483125,0.20833333333333334,478.6666666666667
0.4766666666666666,0.3168750000000001,0.20833333333333334,483.22222222222223
0.6466666666666666,0.145625,0.20833333333333334,484.3333333333333
0.27666666666666667,0.516875,0.20833333333333334,486.0
0.59,0.2,0.20833333333333334,487.22222222222223
0.3266666666666667,0.466875,0.20833333333333334,487.8333333333333
0.6300000000000001,0.1625,0.20833333333333334,489.1111111111111
0.4,0.391875,0.20833333333333334,490.27777777777777
0.66,0.133125,0.20833333333333334,490.6666666666667
0.5266666666666667,0.266875,0.20833333333333334,491.6111111111111
0.6666666666666666,0.125,0.20833333333333334,491.6111111111111
0.38000000000000006,0.4125,0.20833333333333334,492.8333333333333
0.6133333333333333,0.17937499999999998,0.20833333333333334,496.22222222222223
0.5633333333333334,0.229375,0.20833333333333334,497.27777777777777
0.3766666666666667,0.41687500000000005,0.20833333333333334,500.3333333333333
